zp,descripcion,id_fecha,id_Grupo,id_Asunto,id_Hora,colonia,id_Lugar,calle2
520.0,SUR,2022-04-21,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:45,PARAJES DE SAN JOSE,FUNDADORES DE AMERICA,SENDEROS DE ARAVACA
410.0,UNIVERSIDAD,2022-04-23,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,09:20,SENECU I,BAUDELIO PELAYO,TOMAS FERNANDEZ
522.0,GOE,2022-05-28,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:55,TORRES DEL SUR,DURANGO,RAMON RAYON
514.0,GOE,2022-05-28,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,20:58,PARAJES DE ORIENTE,DESIERTO DE EGIPTO,DESIERTO DE KAVIR
519.0,GOE,2022-05-27,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,18:38,RINCONES DE SALVARCAR,40 EJIDATARIOS,AMERICA DEL NORTE
519.0,GOE,2022-05-27,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,18:38,RINCONES DE SALVARCAR,40 EJIDATARIOS,AMERICA DEL NORTE
208.0,SUR,2022-05-25,ABUSO SEXUAL,ABUSO SEXUAL,22:40,PARTIDO ROMERO,VICENTE GUERRERO,GREGORIO M SOLIS
704.0,RIVERAS,2022-05-27,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,01:50,RIVERAS DEL BRAVO,RIVERA PEÐASCO,IXTAPALAPA
401.0,ORIENTE,2022-05-27,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,13:50,SAN LORENZO,TECNOLOGICO,SAN LORENZO
419.0,ORIENTE,2022-05-26,ROBO A CASA HABITACION,ROBO A CASA HABITACION,10:30,LADRILLERA JUAREZ,RAMON NUÐEZ,SABALO
514.0,UNEVID,2022-05-30,ROBO A NEGOCIO,ROBO A NEGOCIO,06:57,PARAJES DE ORIENTE,ZARAGOZA,SANTIAGO TRONCOSO
706.0,RIVERAS,2022-06-01,ROBO A CASA HABITACION,ROBO A CASA HABITACION,17:35,LA CAÐADA,PASEO DE LA CAÐADA,PASEO DE LA CAÐADA
306.0,SUR,2022-06-02,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:07,PARQUE INDUSTRIAL ZARAGOZA,TUNGSTENO,12 DE ABRIL
612.0,POLICIA COMERCIAL,2022-05-31,ROBO A NEGOCIO,ROBO FARDERO,20:17,INFONAVIT JUAREZ NUEVO,HIEDRA,MANUEL JESUS CLOUTHIER
520.0,UNEVID,2022-06-01,INTENTO DE ROBO,INTENTO DE ROBO,10:40,EL MEZQUITAL,LEONARDO SOLIS BARRAZA,DON MANUEL TALAMAS CAMANDARI
405.0,UNEVID,2022-06-06,VIOLACION,VIOLACION,03:27,FUENTES DEL VALLE,DEL MANANTIAL,DEL GOLFO
416.0,POLICIA COMERCIAL,2022-06-05,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,07:20,SATELITE,MANUEL GOMEZ MORIN,CAMINO ORTIZ RUBIO
135.0,SUR,2022-06-06,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,13:20,MARIANO ESCOBEDO,ORO,LAMPAZOS
622.0,POLICIA COMERCIAL,2022-06-03,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:50,PRADERAS DE LOS ALAMOS,PALACIO DE MITLA,MARGARITO HERRERA
418.0,POLICIA COMERCIAL,2022-06-01,ROBO OTROS,ROBO A REPARTIDOR,10:15,WATERFILL RIO BRAVO,RAMON RAYON,CLARA CALDERON
417.0,SUR,2022-06-11,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:10,NAHUATL,CIRCUITO ALICANTE,NUEVA ANDALUCIA
408.0,POLICIA COMERCIAL,2022-06-07,ROBO A NEGOCIO,ROBO FARDERO,15:58,PRADERA DORADA,EJERCITO NACIONAL,RANCHO EL BECERRO
627.0,SUR,2022-06-11,LESIONES ARMA BLANCA,LESIONES C ARMA DE FUEGO,11:16,LOMAS DE POLEO,DE LA MANZANA,HECTOR OAXACA
413.0,POLICIA COMERCIAL,2022-04-30,ROBO A NEGOCIO,ROBO FARDERO,19:52,USOS MIXTOS,TECNOLOGICO,RANCHO AGUA CALIENTE
516.0,UNEVID,2022-04-30,CARTUCHOS DECOMISADOS,CARTUCHOS DECOMISADOS,01:40,PARAJES DE SAN ISIDRO,VOLCAN PLAYON,VOLCAN SAN SALVADOR
501.0,UNEVID,2022-04-29,ABUSO SEXUAL,ABUSO SEXUAL,00:30,SALVARCAR,SAN LUIS POTOSI,ARMANDO B CHAVEZ
404.0,POLICIA COMERCIAL,2022-05-01,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,09:39,LOS PARQUES,TOMAS FERNANDEZ,PARQUE DE LAS NINFAS
309.0,RIVERAS,2022-06-13,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,22:16,REVOLUCION MEXICANA,GENERAL MANUEL MARIN AVEYTIA,GENERAL LUIS HERRERA CANO
506.0,UNEVID,2022-06-12,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:53,TERRENOS NACIONALES,EJIDO HIDALGO,LULU CREEL
520.0,UNEVID,2022-06-13,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,08:45,PRADERAS DEL SOL,PUERTA DEL SOL,PRADERA DEL SOL
408.0,POLICIA COMERCIAL,2022-06-16,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,11:09,USOS MIXTOS,TECNOLOGICO,PEDRO ROSALES DE LEON
408.0,POLICIA COMERCIAL,2022-06-16,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,11:09,USOS MIXTOS,TECNOLOGICO,PEDRO ROSALES DE LEON
308.0,CANINA,2022-06-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:30,PANFILO NATERA,JEREZ,CEMENTO
710.0,RIVERAS,2022-06-17,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:29,USOS MIXTOS,LEONARDO SOLIS BARRAZA,FUNDADORES
303.0,CANINA,2022-06-16,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:00,HERMENEGILDO GALEANA,CHAUZINGO,COATEPEC
518.0,UNEVID,2022-06-16,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:11,ROMA,CAYUCO,CORDILLERA PIRINEOS
309.0,SUR,2022-06-15,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,09:10,AZTECA,TEPEHUANES,MAYOS
515.0,GOE,2022-06-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:40,OLIVIA ESPINOZA DE BERMUDEZ,CRISTINA LEON,EMMA MURGUIA VALDEZ
510.0,POLICIA COMERCIAL,2022-06-24,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,00:05,EL CAMPANARIO,PASEO DE LOS COMPOSITORES,DE LAS TORRES
520.0,POLICIA COMERCIAL,2022-06-23,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,18:15,PRADERAS DEL SOL,SOL DEL CERRO,SOL DE LAS ROSAS
517.0,UNEVID,2022-06-25,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,02:05,PARAJES DE SAN JUAN,MONTE SINAI,MONTE CAMERUN
307.0,SUR,2022-06-24,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,12:07,INDEPENDENCIA II,PRESA CENTENARIO,PRESA FALCON
307.0,SUR,2022-06-24,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,12:07,INDEPENDENCIA II,PRESA CENTENARIO,PRESA FALCON
625.0,SUR,2022-06-30,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:30,VILLA RESIDENCIAL DEL REAL,BASASEACHI,BASASEACHI
312.0,SUR,2022-06-11,ROBO A NEGOCIO,ROBO FARDERO,18:31,DIVISION DEL NORTE COL.,PLUTARCO ELIAS CALLES,PASCUAL OROZCO
707.0,UNEVID,2022-06-09,ABUSO SEXUAL,ABUSO SEXUAL,16:02,TIERRA NUEVA I,PUERTO DOVER,PUERTO ANZIO
709.0,UNEVID,2022-06-10,ABUSO SEXUAL,ABUSO SEXUAL,01:03,LAS MONTAÐAS,SANTO TOMAS,BAHIA MAGDALENA
117.0,RIVERAS,2022-06-22,ABUSO SEXUAL,ABUSO SEXUAL,17:35,MAESTROS ESTATALES Y FEDERALES,SAN ANDRES,MARIANO MATAMOROS
201.0,UNEVID,2022-06-26,ABUSO SEXUAL,ABUSO SEXUAL,02:20,CHAMIZAL,COLEGIO MILITAR,CHAMIZAL
101.0,CENTRO,2022-06-16,ROBO A NEGOCIO,ROBO A NEGOCIO,13:14,CERRADA DE SAN PEDRO,CAPILLA DE SAN JERONIMO,CAPILLA DE SAN MARCOS
210.0,ORIENTE,2022-06-25,ROBO A NEGOCIO,ROBO A NEGOCIO,19:57,PUERTA DEL SOL,PLUTARCO ELIAS CALLES,RIO FLORIDO
413.0,POLICIA COMERCIAL,2022-06-22,ROBO A NEGOCIO,ROBO FARDERO,11:38,PRADERA DORADA,EJERCITO NACIONAL,TECNOLOGICO
613.0,POLICIA COMERCIAL,2022-06-22,ROBO A NEGOCIO,ROBO FARDERO,19:51,USOS MIXTOS,OSCAR FLORES SANCHEZ,ZARAGOZA
623.0,POLICIA COMERCIAL,2022-06-16,ROBO A NEGOCIO,ROBO FARDERO,20:10,ROMA,DE LAS TORRES,SANTIAGO BLANCAS
521.0,GOE,2022-06-14,ROBO A NEGOCIO,ROBO FARDERO,17:59,USOS MIXTOS,DON MANUEL TALAMAS CAMANDARI,INDEPENDENCIA
612.0,POLICIA COMERCIAL,2022-06-28,ROBO A NEGOCIO,ROBO FARDERO,18:48,SERVICIOS GENERALES,HIEDRA,MANUEL JESUS CLOUTHIER
612.0,POLICIA COMERCIAL,2022-06-29,ROBO A NEGOCIO,ROBO FARDERO,15:44,USOS MIXTOS,DE LAS TORRES,ZARAGOZA
516.0,GOE,2022-06-29,ROBO OTROS,ROBO DE ACCESORIOS A VEHICULO,19:40,PARAJES DE SAN ISIDRO,VOLCAN AJUSCO,PUERTO ALICANTE
525.0,GOE,2022-06-19,ROBO A CASA HABITACION,ROBO A CASA HABITACION,15:28,VILLAS DE ALCALA,VILLA MARIA,VILLAS DE ALCALA
612.0,POLICIA COMERCIAL,2022-06-17,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,15:52,USOS MIXTOS,HIEDRA,MANUEL JESUS CLOUTHIER
517.0,UNEVID,2022-07-03,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:40,PARAJES DE SAN JUAN,MONTE CARMELO,MONTE SANTA CATALINA
626.0,GOE,2022-07-04,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,21:00,HACIENDA DE LAS TORRES XII Y XIII,YEPOMERA,ARBOLEDA
523.0,UNEVID,2022-07-01,ROBO OTROS,ROBO OTROS,08:45,SAN PEDRO,PORTAL SAN ANGELO,JESUS MANUEL MONRREAL
525.0,UNEVID,2022-07-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,01:54,VILLAS DE ALCALA,VILLA DE ARISTA,VILLAS DE ALCALA
523.0,GOE,2022-07-12,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,21:50,PARQUE INDUSTRIAL ELECTROLUX,LEONARDO SOLIS BARRAZA,LOTE BRAVO
521.0,GOE,2022-07-06,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,01:10,PARAJES DEL SUR FRACCIONAMIENTO,PASEO DEL SUR,SANTA CRUZ
412.0,POLICIA COMERCIAL,2022-07-03,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,10:45,VALLE DEL SOL,JUPITER,ANTIOQUIA
518.0,UNEVID,2022-07-10,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,23:20,URBI VILLA DEL CEDRO,MONTES DEL CANTAL,SIERRA DE MONCAYO
516.0,UNEVID,2022-07-09,ROBO A NEGOCIO,ROBO A NEGOCIO,08:44,PARAJES DE SAN ISIDRO,DON MANUEL TALAMAS CAMANDARI,LOTE BRAVO
514.0,INTELIGENCIA,2022-07-12,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:15,PARAJES DE ORIENTE,DESIERTO DE QATAR,DESIERTO DE QATAR NORTE
307.0,SUR,2022-07-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:10,INDEPENDENCIA II,PRESA LA ANGOSTURA,PRESA DE LA AMISTAD
309.0,SUR,2022-07-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:9,REVOLUCION MEXICANA,PROFESORA ELISA GRIENSEN,GENERAL PONCIANO ARRIAGA
523.0,CANINA,2022-07-11,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,17:30,ARECAS,LEONARDO SOLIS BARRAZA,LOTE BRAVO
204.0,POLICIA COMERCIAL,2022-07-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,23:30,MARGARITAS,PARAGUAY,COYOACAN
220.0,POLICIA COMERCIAL,2022-07-09,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,19:50,INFONAVIT CASAS GRANDES,SERGIO ELIAS ORTIZ,MANUEL ANGUIANO
516.0,GOE,2022-07-10,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,23:50,PARAJES DE SAN ISIDRO,VOLCAN LASCAR,SONETO 156
627.0,UNEVID,2022-07-12,ABUSO SEXUAL,ABUSO SEXUAL,17:34,HACIENDA DE LAS TORRES,PLAYA DE CURACAO,PLAYA DE CORALILLOS
202.0,POLICIA COMERCIAL,2022-07-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,05:50,UNIVERSIDAD,MELQUIADES ALANIS,FILOSOFIA
523.0,VALLE,2022-07-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,02:10,ARECAS,PRADERA DEL CEDRO,PRADERA DE NARANJOS
304.0,ALCAIDIA,2022-07-06,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:10,AZTECA,NAHOAS,PIMAS
203.0,POLICIA COMERCIAL,2022-07-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:06,HIDALGO,CHOLULA,BRASIL
516.0,SUR,2022-07-15,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:00,PARAJES DE SAN ISIDRO,LOTE BRAVO,VOLCAN NEVADO DE TOLUCA
523.0,UNEVID,2022-08-10,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,15:08,LA ENRAMADA,HOJA DE OLIVO,PASEO DEL SUR
528.0,UNEVID,2022-08-11,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:08,SIERRA VISTA SUR,HACIENDA VICENCIO,HACIENDA CHAUTLA
623.0,GOE,2022-08-12,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,01:00,ROMA,RAMACOI,PORTAL DE LA TIERRA
220.0,POLICIA COMERCIAL,2022-08-14,ROBO OTROS,ROBO A TRANSEUNTES,15:30,INFONAVIT CASAS GRANDES,PEDRO MEOQUI,NELLIE CAMPOBELLO
216.0,SUR,2022-12-07,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,19:50,LOS NOGALES,RIO DANUBIO,DEL EJIDO
520.0,GOE,2022-09-25,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:50,PRADERAS DEL SOL,SOL DEL MONTE,VISTA DEL SOL
633.0,GOE,2022-09-26,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,17:30,LAS ALMERAS,HACIENDA DE ORQUIDEA,HACIENDA DE GIRASOLES
612.0,CANINA,2022-09-25,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:30,INFONAVIT JUAREZ NUEVO,ANDRES ORTIZ,JOSE MARIA SANCHEZ MEZA
524.0,UNEVID,2022-09-23,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:45,SENDEROS DE SAN ISIDRO,SENDEROS DE ANDORRA,SENDEROS DE ALMERIA
520.0,GOE,2022-09-22,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,20:37,PRADERAS DEL SOL,VISTA DEL SOL,MEZQUITAL
414.0,POLICIA COMERCIAL,2022-09-21,ROBO A NEGOCIO,ROBO FARDERO,17:28,BOSQUES DEL SOL,PASEO DE LA VICTORIA,TEOFILO BORUNDA
522.0,GOE,2022-09-27,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:50,LAS HACIENDAS,HACIENDA BASUCHIL,HACIENDA LA CONCEPCION
711.0,GOE,2022-09-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:12,PORTAL DEL ROBLE,PORTAL DE CARANDAY,PORTAL DEL PAPAYO
625.0,SUR,2022-09-26,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,22:30,VILLA RESIDENCIAL DEL REAL,CAÐON DE URIQUE,CAÐON CEROCAHUI
710.0,UNEVID,2022-12-12,ABUSO SEXUAL,ABUSO SEXUAL,13:19,CARLOS CHAVIRA BECERRA,PUERTO ALICANTE,ATRAS QUEDO LA HUELLA
521.0,POLICIA COMERCIAL,2022-12-09,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:40,PARAJES DEL SUR FRACCIONAMIENTO,DON MANUEL TALAMAS CAMANDARI,MAR DEL SUR
522.0,GOE,2022-12-11,ROBO A NEGOCIO,ROBO A NEGOCIO,14:39,CERRADAS SANTA ISABEL,SAN SEBASTIAN,SANTA JULIA
523.0,GOE,2022-12-15,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,18:39,PARAJES DE SAN ISIDRO,DON MANUEL TALAMAS CAMANDARI,PASEO DE SAN ISIDRO
514.0,UNEVID,2022-12-15,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,07:07,MANUEL J. CLOUTHIER,CAPITAN CRISTOBAL RUIZ,ANTONIO GUILLEXIQUE
513.0,UNEVID,2022-12-15,ROBO A NEGOCIO,ROBO A NEGOCIO,10:35,FRAY GARCIA DE SAN FRANCISCO,FRAY TOMAS GALLARDO,MESA CENTRAL
501.0,ORIENTE,2022-12-19,ROBO OTROS,ROBO DE ACCESORIOS A VEHICULO,11:45,SALVARCAR,JOSEFA ORTIZ DE DOMINGUEZ,QUINTANA ROO
519.0,UNEVID,2022-12-18,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,23:58,ARECAS,PRADERA DE ALGODON,DEL NARANJO
518.0,UNEVID,2022-12-19,ROBO A NEGOCIO,ROBO A NEGOCIO,12:38,URBIVILLA DEL CEDRO,MONTE DE ARAGON,MONTES SUDETES
520.0,UNEVID,2022-12-18,ROBO OTROS,ROBO OTROS,12:42,EL MEZQUITAL,ANIS,LEONARDO SOLIS BARRAZA
528.0,UNEVID,2022-12-20,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:07,SIERRA VISTA,HACIENDA DEL SOL,HACIENDA DE IVARBOL
621.0,SUR,2022-12-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,00:18,RODRIGUEZ BORUNDA,AÐO 1920,AÐO 1938
633.0,GOE,2022-08-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:07,TERRANOVA,TERRANOVA,MIGUEL DE LA MADRID
526.0,UNEVID,2022-08-16,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:09,PARAJES DE SAN JUAN,COSTA DE BELGICA,FUNDADORES DE AMERICA
419.0,ORIENTE,2022-08-17,INTENTO DE ROBO,INTENTO DE ROBO,17:52,LAS ARCADAS,ALDAMA,RIO CHIMAN
627.0,GOE,2022-08-17,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:35,TERRANOVA,DE LAS TORRES,LEONARDO SOLIS BARRAZA
710.0,RIVERAS,2022-08-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,10:30,PORTAL DEL ROBLE,DEL SAUCE,GENERAL MANUEL NUÐEZ
508.0,GOE,2022-08-23,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,01:10,TORRES DEL SUR,PALACIO DE MITLA,PALACIO DE PAQUIME
515.0,UNEVID,2022-08-19,ABUSO SEXUAL,ABUSO SEXUAL,12:41,OLIVIA ESPINOZA DE BERMUDEZ,GUILLERMINA VALDEZ VILLALBA,MESA CENTRAL
608.0,POLICIA COMERCIAL,2022-08-22,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:42,AMPLIACION AEROPUERTO,NUEVA ZELANDA,ARGELIA
625.0,GOE,2022-08-23,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,23:51,VILLA RESIDENCIAL DEL REAL,ENRIQUE PINOCELLI,DON MANUEL TALAMAS CAMANDARI
219.0,POLICIA COMERCIAL,2022-08-22,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,12:08,INFONAVIT CASAS GRANDES,BENEMERITO DE LAS AMERICAS,MARTIN LUIS GUZMAN
605.0,CANINA,2022-08-22,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:58,LA CUESTA,SIERRA PEÐA BLANCA,SIERRA DE JUAREZ
516.0,UNEVID,2022-08-23,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,06:55,PARAJES DE SAN ISIDRO,VOLCAN NEVADO DE COLIMA,MARIA TERESA ROJAS
518.0,UNEVID,2022-08-26,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,02:10,URBIVILLA DEL CEDRO,MONTE DE LA VENTANA,MONTES DEL CANTAL
633.0,GOE,2022-08-19,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:54,TERRANOVA,TIERRA SANTA,TIERRA DE LABRANZA
301.0,UNEVID,2022-09-03,VIOLACION,VIOLACION,19:39,HERMENEGILDO GALEANA,ATOYAC,ZIHUATANEJO
